,pospair,negpair
10371,"*MOT: that's pretty silly, isn't it ?	*CHI: that is sitting on the front .","*MOT: that's pretty silly, isn't it ?	*CHI: yeh , now this is water ."
10372,*MOT: whoa what a throw !	*CHI: I fall down in baseball game .,*MOT: whoa what a throw !	*CHI: I want you to help me .
10373,*MOT: where's all the other ones ?	*CHI: here's another elephant .,*MOT: where's all the other ones ?	*CHI: it's wake up .
10374,*MOT: what's our phone number ?	*CHI: four five four eight four oh six .,*MOT: what's our phone number ?	*CHI: close his eyes to go to sleep .
10375,*MOT: how many sugars does momma have ?	*CHI: two you got two .,*MOT: how many sugars does momma have ?	*CHI: what can you see ?
10376,*MOT: what's that do ?	*CHI: cools it down a little .,*MOT: what's that do ?	*CHI: but let me tell you .
10377,*MOT: do you want me to bring anything ?	*CHI: yeah I only need one thing .,*MOT: do you want me to bring anything ?	*CHI: will we have a quick look ?
10378,*MOT: it's a fly .	*CHI: where the spider ?,"*MOT: it's a fly .	*CHI: look door, Shara ."
10379,"*MOT: hey that looks good , doesn't it ?	*CHI: a blue one .","*MOT: hey that looks good , doesn't it ?	*CHI: that is fish ."
10380,*MOT: where is it ?	*CHI: it's in lounge .,*MOT: where is it ?	*CHI: I got grass .
10381,*MOT: what does it say ?	*CHI: how to do fishing .,*MOT: what does it say ?	*CHI: uh I don't know .
10382,"*MOT: who's Dwww , darling ?	*CHI: I don't know .","*MOT: who's Dwww , darling ?	*CHI: talk to you ."
10383,*MOT: what does Dopey do ?	*CHI: there we are .,*MOT: what does Dopey do ?	*CHI: his fires out .
10384,*MOT: what does Doc do ?	*CHI: look at that .,*MOT: what does Doc do ?	*CHI: I don't know !
10385,"*MOT: what shall we do next , Mrs cwww ?	*CHI: here's my drawer .","*MOT: what shall we do next , Mrs cwww ?	*CHI: lunch time o ."
10386,*MOT: why are you giving us presents ?	*CHI: because it's a present .,*MOT: why are you giving us presents ?	*CHI: do you just need .
10387,"*MOT: there's some behind , darling .	*CHI: how do you open it ?","*MOT: there's some behind , darling .	*CHI: and now it's my turn ."
10388,*MOT: what does that say ?	*CHI: a big tower .,*MOT: what does that say ?	*CHI: it broken down .
10389,*MOT: what was the matter with her ?	*CHI: because she wasn't swimming .,*MOT: what was the matter with her ?	*CHI: that one hasn't broken .
10390,*MOT: why was she cross ?	*CHI: because she's not my friend .,*MOT: why was she cross ?	*CHI: I put must haverd on .
10391,"*MOT: and what did Mrs Cwww say to Cwww ?	*CHI: don't do that , Eleanor .","*MOT: and what did Mrs Cwww say to Cwww ?	*CHI: oh mind , Nin Nin ."
10392,*MOT: where're we going ?	*CHI: to Grandma's house .,*MOT: where're we going ?	*CHI: I don't know .
10393,*MOT: and what did we do in the toy shop ?	*CHI: play on my boat .,*MOT: and what did we do in the toy shop ?	*CHI: how to make it .
10394,*MOT: and what's he doing ?	*CHI: playing with them .,*MOT: and what's he doing ?	*CHI: going to Grandad's .
10395,*MOT: what's he holding ?	*CHI: got the roof .,*MOT: what's he holding ?	*CHI: look at her .
10396,*MOT: who does he go to bed with ?	*CHI: teddy bear and a book .,*MOT: who does he go to bed with ?	*CHI: you go in time out .
10397,*MOT: who was drawing on your board yesterday ?	*CHI: Jeanine a bit .,*MOT: who was drawing on your board yesterday ?	*CHI: that man there .
10398,*MOT: what's my name ?	*CHI: m m m .,*MOT: what's my name ?	*CHI: I know Mom .
10399,*MOT: where's your little Robber Red ?	*CHI: in my book .,*MOT: where's your little Robber Red ?	*CHI: find the o .
10400,*MOT: I suppose that's the price I have to pay for being loved hey ?	*CHI: me on my stage now .,*MOT: I suppose that's the price I have to pay for being loved hey ?	*CHI: no Mummy have a look .
10401,*MOT: what did you say ?	*CHI: that getting all the yellow ones .,*MOT: what did you say ?	*CHI: want putting Gordon on the coach .
10402,*MOT: what do you do ?	*CHI: smack Mummy all the time .,*MOT: what do you do ?	*CHI: the ladder up the stairs .
10403,*MOT: that's how Jeremy does what ?	*CHI: goes to bed when he goes to bed .,*MOT: that's how Jeremy does what ?	*CHI: food basket need be somewhere to get some .
10404,*MOT: so what's the rule in here ?	*CHI: we were wicked hungry and we didn't want you to know because you'd say you guys ate enough .,*MOT: so what's the rule in here ?	*CHI: I'm going to do the same one of the troll if I can think of the same one .
10405,*MOT: how did you get it ?	*CHI: she said it's okay because I I didn't know every Monday is Domino's pizza .,"*MOT: how did you get it ?	*CHI: want to ask Investigator any , any , any songs I know , okay ?"
10406,*MOT: we ate a late dinner because we had counseling .	*CHI: can I take my shower at eight o clock ?,*MOT: we ate a late dinner because we had counseling .	*CHI: my fruit doesn't because it's got a little fridge .
10407,*MOT: Mama loves you very much .	*CHI: what time Lala wake up ?,*MOT: Mama loves you very much .	*CHI: but a baby sit down .
10408,*MOT: where have all the paintbrushes gone ?	*CHI: I do a painting .,*MOT: where have all the paintbrushes gone ?	*CHI: see the board there .
10409,*MOT: you leave the paints in there and Mama .	*CHI: where red one ?,*MOT: you leave the paints in there and Mama .	*CHI: I pull it .
10410,*MOT: what about a triangle ?	*CHI: I do teddy bear .,*MOT: what about a triangle ?	*CHI: he can't fit in .
10411,"*MOT: oh , Eleanor , what are you doing ?	*CHI: I get on my .","*MOT: oh , Eleanor , what are you doing ?	*CHI: I don't know yet ."
10412,"*MOT: sorry , darling ?	*CHI: I want bear one .","*MOT: sorry , darling ?	*CHI: draw on my hands ?"
10413,*MOT: this is different than Michaela's little barn isn't it ?	*CHI: I think you're making a gate .,*MOT: this is different than Michaela's little barn isn't it ?	*CHI: she's going play the Dora work .
10414,*MOT: what're you doing ?	*CHI: I'm just trying to put this on here .,*MOT: what're you doing ?	*CHI: no no they're going to stay in there .
10415,*MOT: where the hay was all from ?	*CHI: I got to .,*MOT: where the hay was all from ?	*CHI: ride on it .
10416,*MOT: you got the hay ?	*CHI: hope I'm a big boy .,*MOT: you got the hay ?	*CHI: I know what it says !
10417,*MOT: okay let's connect these .	*CHI: is this the way you would ?,*MOT: okay let's connect these .	*CHI: I see something red on her .
10418,*MOT: you want glasses ?	*CHI: those are earrings .,*MOT: you want glasses ?	*CHI: that's all done .
10419,*MOT: Karen do you remember where you put the change that daddy gave you ?	*CHI: yeah it's in here .,*MOT: Karen do you remember where you put the change that daddy gave you ?	*CHI: I can't go yyy .
10420,*MOT: I don't know what kind of indians you're talking about .	*CHI: that we always watch !,*MOT: I don't know what kind of indians you're talking about .	*CHI: there's your cat back .
10421,*MOT: what's wrong with it ?	*CHI: I want the other one .,*MOT: what's wrong with it ?	*CHI: you can't see that hippo .
10422,"*MOT: not as bad as yesterday , though , right ?	*CHI: but you have a hat on .","*MOT: not as bad as yesterday , though , right ?	*CHI: I want ta play with something ."
10423,"*MOT: it's the same thing .	*CHI: no , I'm not finished !",*MOT: it's the same thing .	*CHI: Missus McLean and Missus McCrory .
10424,*MOT: do you want some applesauce ?	*CHI: Graeme the baem .,*MOT: do you want some applesauce ?	*CHI: clean this space .
10425,*MOT: do you want to finish the egg ?	*CHI: I just wanted a taste .,*MOT: do you want to finish the egg ?	*CHI: I wasn't sad I when .
10426,"*MOT: alright , don't worry about it sweetheart .	*CHI: will he get mad at me ?","*MOT: alright , don't worry about it sweetheart .	*CHI: and that's why it's under this ."
10427,*MOT: ray come on .	*CHI: four five six !,*MOT: ray come on .	*CHI: what was it ?
10428,"*MOT: I never even thought of it .	*CHI: an , and a peanut !",*MOT: I never even thought of it .	*CHI: how come you think you're .
10429,*MOT: he fell down .	*CHI: how about that ?,*MOT: he fell down .	*CHI: I dropped middle .
10430,*MOT: what's that one ?	*CHI: yyy it's red .,*MOT: what's that one ?	*CHI: I don't know .
10431,*MOT: what kind of fruit or vegetable the baby's eating ?	*CHI: I don't know .,*MOT: what kind of fruit or vegetable the baby's eating ?	*CHI: I watch you .
10432,*MOT: do you think ?	*CHI: take it off .,*MOT: do you think ?	*CHI: rumm rumm rumm .
10433,*MOT: what did you say ?	*CHI: lorrys goes in .,*MOT: what did you say ?	*CHI: some guinea pigs .
10434,"*MOT: that'll be nice , willn't it ?	*CHI: Mummy want a hug .","*MOT: that'll be nice , willn't it ?	*CHI: I go drive that ."
10435,"*MOT: you didn't need Mummy to help , did you ?	*CHI: take clothes off .","*MOT: you didn't need Mummy to help , did you ?	*CHI: yeah, I see ."
10436,*MOT: Daddy brought Mummy one for her birthday .	*CHI: is that Daddy's ?,*MOT: Daddy brought Mummy one for her birthday .	*CHI: lots of dishes .
10437,*MOT: what happened there ?	*CHI: piggy on hand .,*MOT: what happened there ?	*CHI: near the ocean ?
10438,"*MOT: two fire engines , weren't there ?	*CHI: no going in it .","*MOT: two fire engines , weren't there ?	*CHI: I'm a dentist now ."
10439,"*MOT: on his wrist .	*CHI: like it , Andy ?","*MOT: on his wrist .	*CHI: no, time to eat !"
10440,*MOT: have them walk down the street .	*CHI: oh oh oh we're home !,*MOT: have them walk down the street .	*CHI: this is the play ear .
10441,*MOT: this morning I'm going to send this along with you in case you have the nose bleeds again .	*CHI: what is it ?,*MOT: this morning I'm going to send this along with you in case you have the nose bleeds again .	*CHI: the farm party ?
10442,*MOT: where are your gloves ?	*CHI: I only have one .,*MOT: where are your gloves ?	*CHI: you're out of luck .
10443,*MOT: that's a cookie with filling in !	*CHI: no it isn't .,*MOT: that's a cookie with filling in !	*CHI: come on dolly .
10444,*MOT: who told you to open up this bank ?	*CHI: I'm looking for something .,*MOT: who told you to open up this bank ?	*CHI: in his mummy's bed .
10445,"*MOT: ah ah ah , no , no no , you can't do that !	*CHI: I'm going to give David a warning .","*MOT: ah ah ah , no , no no , you can't do that !	*CHI: I want to blow a balloon up ."
10446,*MOT: don't have much .	*CHI: let me do it !,*MOT: don't have much .	*CHI: just a little okay ?
10447,*MOT: what is that thing ?	*CHI: I can make it too !,*MOT: what is that thing ?	*CHI: you not getting that bottle .
10448,*MOT: that's a religious holiday .	*CHI: it is going to eat ?,"*MOT: that's a religious holiday .	*CHI: see you , Nin Nin ."
10449,*MOT: yeah when they come yesterday they were celebrating a .	*CHI: one here huh ?,*MOT: yeah when they come yesterday they were celebrating a .	*CHI: a blue one .
10450,*MOT: if you don't turn around and eat your supper .	*CHI: may I have something for my mouth ?,*MOT: if you don't turn around and eat your supper .	*CHI: I had a Harry the happy horse .
10451,*MOT: any special reason ?	*CHI: he told me today he was only going to record in the the morning class .,*MOT: any special reason ?	*CHI: because when you're exploring you have to go walk around and into what you see .
10452,*MOT: you will finish your broccoli .	*CHI: what is the easy one ?,*MOT: you will finish your broccoli .	*CHI: I want a purple one .
10453,"*MOT: wanted coffee cake ?	*CHI: oh yeah , I want a ice cream soda .",*MOT: wanted coffee cake ?	*CHI: so you have to curl up into a ball .
10454,*MOT: and what's this ?	*CHI: these are the babies .,"*MOT: and what's this ?	*CHI: what's this , Mummy ?"
10455,"*MOT: oh yeah, what are you doing there ?	*CHI: playing the piano with daddy .","*MOT: oh yeah, what are you doing there ?	*CHI: I know who made it ."
10456,"*MOT: that's not Avril, that's Emma !	*CHI: daddy is holding .","*MOT: that's not Avril, that's Emma !	*CHI: that one nice ."
10457,"*MOT: yeah, we took him to the vet, and then what happened at the vet ?	*CHI: you tell me .","*MOT: yeah, we took him to the vet, and then what happened at the vet ?	*CHI: make a model ."
10458,"*MOT: yeah, and when's Grandma coming to visit ?	*CHI: you tell me .","*MOT: yeah, and when's Grandma coming to visit ?	*CHI: I don't know ."
10459,*MOT: haven't been carved yet .	*CHI: there's some on the porch !,*MOT: haven't been carved yet .	*CHI: no there a baby mama .
10460,*MOT: when was Grandma here ?	*CHI: you tell me .,*MOT: when was Grandma here ?	*CHI: for you and .
10461,*MOT: and it's colored orange .	*CHI: what is it ?,*MOT: and it's colored orange .	*CHI: that's poor Johnny .
10462,"*MOT: so, where did we go ?	*CHI: you tell me .","*MOT: so, where did we go ?	*CHI: here you are ."
10463,*MOT: what did we get yesterday at Walmart cutie ?	*CHI: you tell me .,*MOT: what did we get yesterday at Walmart cutie ?	*CHI: oh thank you .
10464,*MOT: where were we this weekend with daddy ?	*CHI: you tell me .,*MOT: where were we this weekend with daddy ?	*CHI: no I can't .
10465,"*MOT: you know, you say, you tell me, very well .	*CHI: I need, open these !","*MOT: you know, you say, you tell me, very well .	*CHI: I'm called em Jasmine ."
10466,*MOT: but where did we go for the hotel room ?	*CHI: you tell me .,*MOT: but where did we go for the hotel room ?	*CHI: no open it .
10467,*MOT: where was the hotel room ?	*CHI: you tell me !,*MOT: where was the hotel room ?	*CHI: what about mine ?
10468,*MOT: how long did it take to get there in our car ?	*CHI: you tell me mom .,*MOT: how long did it take to get there in our car ?	*CHI: she woke up early .
10469,"*MOT: yeah, and what did we see at the zoo ?	*CHI: you tell me .","*MOT: yeah, and what did we see at the zoo ?	*CHI: x that it ?"
10470,*MOT: what was the animal that kept wrapping himself up in the sheet ?	*CHI: you tell me .,*MOT: what was the animal that kept wrapping himself up in the sheet ?	*CHI: Nana made them .
10471,*MOT: he doesn't have to go to work .	*CHI: where my daddy going ?,*MOT: he doesn't have to go to work .	*CHI: I ate my broccoli .
10472,*MOT: it needs a good hoovering .	*CHI: how many times have I fallen over ?,*MOT: it needs a good hoovering .	*CHI: I think that that's a his car .
10473,*MOT: are you going to come and try with me ?	*CHI: no because I'm cold .,*MOT: are you going to come and try with me ?	*CHI: going to the toilet .
10474,*MOT: I had to ask ya what's your name ?	*CHI: love you silly .,*MOT: I had to ask ya what's your name ?	*CHI: Duck Pl Platypus .
10475,*MOT: they've missed ya .	*CHI: where are they ?,*MOT: they've missed ya .	*CHI: I get it .
10476,"*MOT: yes , darling .	*CHI: where did we go after Nanny's ?","*MOT: yes , darling .	*CHI: blowing up her cheeks like this ."
10477,*MOT: where's the boy ?	*CHI: here it is .,*MOT: where's the boy ?	*CHI: putting these in .
10478,*MOT: what do we put our pizza on ?	*CHI: need just a minute .,*MOT: what do we put our pizza on ?	*CHI: don't you dare put .
10479,*MOT: what color is that ?	*CHI: red for him .,*MOT: what color is that ?	*CHI: don't sneak off .
10480,*MOT: what color is this plate ?	*CHI: green for you .,*MOT: what color is this plate ?	*CHI: Nicole do it .
10481,*MOT: I think I'd like a pretzel .	*CHI: how about poohbear can have this ?,*MOT: I think I'd like a pretzel .	*CHI: I went under the water with .
